new_confirmed,date_id,region_id
505,20200803,103
2255,20200804,103
1173,20200805,103
1110,20200806,103
1274,20200807,103
714,20200808,103
672,20200809,103
2059,20200810,103
922,20200811,103
1247,20200812,103
1172,20200813,103
1254,20200814,103
684,20200815,103
564,20200816,103
2306,20200817,103
919,20200818,103
996,20200819,103
1170,20200820,103
1506,20200821,103
741,20200822,103
776,20200823,103
2306,20200824,103
952,20200825,103
1379,20200826,103
1254,20200827,103
1487,20200828,103
1007,20200829,103
776,20200830,103
3067,20200831,103
1454,20200901,103
1498,20200902,103
1727,20200903,103
1871,20200904,103
1101,20200905,103
1166,20200906,103
925,20200907,103
4677,20200908,103
1673,20200909,103
1883,20200910,103
2129,20200911,103
1494,20200912,103
1570,20200913,103
4118,20200914,103
2383,20200915,103
2841,20200916,103
3407,20200917,103
3128,20200918,103
2561,20200919,103
2550,20200920,103
5386,20200921,103
3782,20200922,103
3279,20200923,103
4006,20200924,103
4173,20200925,103
3675,20200926,103
4319,20200927,103
6594,20200928,103
4989,20200929,103
5410,20200930,103
5374,20201001,103
6368,20201002,103
5425,20201003,103
4979,20201004,103
8514,20201005,103
7101,20201006,103
5458,20201007,103
7344,20201008,103
7645,20201009,103
6242,20201010,103
4970,20201011,103
3682,20201012,103
11492,20201013,103
7558,20201014,103
6961,20201015,103
7312,20201016,103
6448,20201017,103
5445,20201018,103
9846,20201019,103
6828,20201020,103
8041,20201021,103
8412,20201022,103
7817,20201023,103
6666,20201024,103
6336,20201025,103
12391,20201026,103
8064,20201027,103
8065,20201028,103
8922,20201029,103
10460,20201030,103
9248,20201031,103
8769,20201101,103
10139,20201102,103
10684,20201103,103
9877,20201104,103
10965,20201105,103
11870,20201106,103
11897,20201107,103
12336,20201108,103
14714,20201109,103
13100,20201110,103
12395,20201111,103
16139,20201112,103
14249,20201113,103
13884,20201114,103
12834,20201115,103
17727,20201116,103
12972,20201117,103
13779,20201118,103
14066,20201119,103
14925,20201120,103
16288,20201121,103
15479,20201122,103
18306,20201123,103
15049,20201124,103
15136,20201125,103
16965,20201126,103
17876,20201127,103
18607,20201128,103
18287,20201129,103
20118,20201130,103
16325,20201201,103
18990,20201202,103
19183,20201203,103
19035,20201204,103
20219,20201205,103
20242,20201206,103
20924,20201207,103
18152,20201208,103
18931,20201209,103
20178,20201210,103
20207,20201211,103
19317,20201212,103
18970,20201213,103
22007,20201214,103
18882,20201215,103
19362,20201216,103
21049,20201217,103
20110,20201218,103
20153,20201219,103
19184,20201220,103
20603,20201221,103
18661,20201222,103
20631,20201223,103
19288,20201224,103
8584,20201225,103
17980,20201226,103
21571,20201227,103
22318,20201228,103
21755,20201229,103
22539,20201230,103
23976,20201231,103
15764,20210101,103
19492,20210102,103
26320,20210103,103
30183,20210104,103
22232,20210105,103
24667,20210106,103
24832,20210107,103
26704,20210108,103
25710,20210109,103
23537,20210110,103
22542,20210111,103
18645,20210112,103
20879,20210113,103
22599,20210114,103
20509,20210115,103
20393,20210116,103
20016,20210117,103
17066,20210118,103
14553,20210119,103
17022,20210120,103
18137,20210121,103
17683,20210122,103
16247,20210123,103
14998,20210124,103
15176,20210125,103
12116,20210126,103
12709,20210127,103
14564,20210128,103
14197,20210129,103
13210,20210130,103
12612,20210131,103
12137,20210201,103
8597,20210202,103
9752,20210203,103
12262,20210204,103
12039,20210205,103
10709,20210206,103
10392,20210207,103
9856,20210208,103
7995,20210209,103
9611,20210210,103
9548,20210211,103
9729,20210212,103
10002,20210213,103
7737,20210214,103
6999,20210215,103
8927,20210216,103
7942,20210217,103
10018,20210218,103
9320,20210219,103
9009,20210220,103
7956,20210221,103
9741,20210222,103
8382,20210223,103
8723,20210224,103
9403,20210225,103
9650,20210226,103
9145,20210227,103
7919,20210228,103
8987,20210301,103
7617,20210302,103
8395,20210303,103
8694,20210304,103
9952,20210305,103
8150,20210306,103
8252,20210307,103
10557,20210308,103
8567,20210309,103
9530,20210310,103
9310,20210311,103
10490,20210312,103
10069,20210313,103
9516,20210314,103
9720,20210315,103
8648,20210316,103
10211,20210317,103
10892,20210318,103
12778,20210319,103
11395,20210320,103
10759,20210321,103
12699,20210322,103
10897,20210323,103
12119,20210324,103
15628,20210325,103
15411,20210326,103
15157,20210327,103
14300,20210328,103
15756,20210329,103
14726,20210330,103
16814,20210331,103
17422,20210401,103
17927,20210402,103
20880,20210403,103
16914,20210404,103
23081,20210405,103
20437,20210406,103
21775,20210407,103
24230,20210408,103
27601,20210409,103
24277,20210410,103
24761,20210411,103
28268,20210412,103
22465,20210413,103
26363,20210414,103
28750,20210415,103
27978,20210416,103
24930,20210417,103
24680,20210418,103
27250,20210419,103
0,20200101,103
0,20200102,103
0,20200103,103
0,20200104,103
0,20200105,103
0,20200106,103
0,20200107,103
0,20200108,103
0,20200109,103
0,20200110,103
0,20200111,103
0,20200112,103
0,20200113,103
0,20200114,103
0,20200115,103
0,20200116,103
0,20200117,103
0,20200118,103
0,20200119,103
0,20200120,103
0,20200121,103
0,20200122,103
0,20200123,103
0,20200126,103
0,20200129,103
0,20200130,103
0,20200201,103
0,20200202,103
0,20200203,103
0,20200205,103
0,20200207,103
0,20200209,103
0,20200210,103
0,20200211,103
0,20200212,103
0,20200213,103
0,20200215,103
0,20200217,103
0,20200218,103
0,20200219,103
0,20200222,103
0,20200302,103
1,20200128,103
1,20200304,103
2,20200125,103
2,20200127,103
2,20200204,103
2,20200206,103
2,20200214,103
2,20200216,103
2,20200220,103
2,20200221,103
2,20200223,103
2,20200225,103
3,20200224,103
3,20200226,103
6,20200208,103
9,20200131,103
